AACTAY	antarctica
LADYVYL	ladeuil
LAFAM	lapham
LAFAVNTYN	lafountaine
LAFGRYN	lofgren
LAFVRKAD	lafourcade
LAFY	laffey
LAGRLYNG	lagerling
LAGRSTRVM	lagerstrom
LAGVMVRVF	lagomorph
LAGVN	lagoon
LAHLMA	lahelma
LAHYJ	lahij
LAJ	lajos
LAJRBRG	lagerberg
LAKAY	lanka
LAKH	lakesha
LAKLH	lakesha
LAK	laky
LAK	laky
LAK	laky
LAK	laky
LAKR	laird
LAKS	laakso
LAKSV	laakso
LAKSYN	lausin
'LAKVABAH	alaqabah
LAKVTVRH	leatherock
LAKVVD	lakewood
LAKY	laky
LAKY	laky
LAKYSA	lakesha
LALKYN	lulkin
LAL	lal
LALS	laurels
LALY	laly
LALYT	lalit
LAMARK	lamark
LAMASTVS	lamastus
LAMBARD	lombard
LAMBARDV	lombardi
LAMBDA	lambda
LAMBLY	lamboley
LAMBRN	lamborn
LAMBRT	lambert
LAMBRVS	lambros
LAMBVLY	lamboley
LAMBVRN	lamborn
LAMBVRN	lamborn
LAM	lam
LAM	lam
LAMPLAYT	lamplight
LAMPN	lampen
LAMPY	lampi
LAMPYT	lampitt
LAMRS	lamars
LAMVRS	lamers
LAMYKYN	lamykin
LANA	lana
LANDAGR	landauer
LANDASTRVM	lundstrom
LANDAYR	landauer
LANDBRG	lindberg
LANDGRN	lindgren
LANDGRYN	lindgren
LANDKVYYST	landsat
LAND	land
LANDL	landahl
LAND	land
LANDMN	landman
LANDN	landen
LANDR	lander
LANDRS	landers
LANDRVM	landrum
LANDRY	landry
LANDRZ	landrum
LANDYN	landen
LANDYN	landen
LANDYS	landrys
LANGDVN	langdon
LANG	lang
LANG	lang
LANG	lang
LANGLY	langley
LANGNZ	langnes
LANGSA	langmead
LANGSAV	longshaw
LANGSTVN	langston
LANGSV	langs
LANGV	lange
LANGYR	langmuir
LANJ	lane
LANKA	lanka
LANKART	lonkart
LANKSTAF	longstaff
LANKTVN	lankton
LAN	lan
LAN	lan
LAN	lan
LAN	lan
LANR	lander
LANR	lander
LANSDYL	lonsdale
LANSFRD	lunsford
LANS	lanas
LANSTZ	lantz
LANSYNG	lansing
LANTA	lanetta
LANT	lantz
LANTLVSAMAD	lantlosamade
LANTRMAN	lanterman
LANTZ	lantz
LANTZ	lantz
LANVM	lannom
LANVSY	lanusse
LANY	lanny
LANY	lanny
LANZ	lanz
LAPASV	lapaso
LAP	lap
LAPLAYN	laplaine
LAP	lap
LAPVRD	laird
LAPVRS	laverns
LAPVRT	laporta
LAPVTA	laputa
LAPVVRS	laverns
LAPYDARY	lapidary
LAPYSKV	lapaso
LARA	lara
LARALY	laralee
LARDYNGA	lagrangian
LARJA	lauverjat
LARJ	learjet
LARN	larren
LARNS	larsens
LARNS	larsens
LARSN	larsen
LARSN	larsen
LARSVN	larsen
LARTR	larter
LARVC	laroche
LARVKVYH	lakeisha
LARV	lariviere
LARVRL	larurel
LARYF	lareef
LARYSA	larissa
LARYVYR	lariviere
LARZ	laro
LASKALA	lascala
LASKA	laska
LASKARY	lascari
LASK	laska
LASKVS	laskos
LAS	las
LAS	las
LAS	las
LASNYK	lasnik
LAST	last
LASTRA	lastra
LASTR	lastra
LASTRY	lastra
LASTYNG	lansing
LASVN	lanson
LASYNGR	losinger
LATALA	latala
LATA	lakota
LATAM	latham
LATBRY	lathbury
LATBVRY	lathbury
LATKYNZ	lupatkin
LAT	last
LATZ	lantz
LAVANDH	lawande
LAVAYN	laxminarayan
LAVD	laud
LAV	laval
LAV	laval
LAVLS	laurels
LAVMN	lademann
LAVNKA	lanka
LAVNYVS	lannys
LAVRAY	laxminarayan
LAVRNS	laverns
LAVSTAD	lovstad
LAVTN	lawton
LAVTVN	latvian
LAVYGNH	lavigne
LAVYN	lanyon
LAVYT	lafayette
LAVZAK	lauzac
LAYAN	layamon
LAYBS	lambros
LAYBZ	leibniz
LAYDVYNA	ladonna
LAYDYA	ladoga
'LAYDYN	aladdin
LAYHV	laiho
LAYKZ	lamykin
LAY	lacy
LAYL	layla
LAY	lacy
LAYMAK	lamark
LAYMB	lamb
LAYND	land
LAYNG	laing
LAYN	lanyon
LAYN	lanyon
LAYRD	laird
LAYTBRN	lateran
LAYTMN	lanterman
LAYTNYNG	lightning
LAYV	layer
LAYV	layer
LAYV	layer
LAYVLY	laly
LAYVRYTSN	lauritsen
LAYVSAY	lakeisha
LAYVVY	lavey
LAYVY	lavey
'LAYYN	alain
LAZARA	lazara
LAZARD	lazard
LAZARV	lazaro
LBANRD	libannord
LBANVRD	libannord
LBDAN	labdon
LBDVN	labdon
LBN	laban
LBRYNYDYS	labrinidis
LBVN	lyubovny
LBVR	labore
LBVRT	lambert
LCLH	lilith
LCMN	lachman
LCMR	lechmere
LCNR	lechner
LDFVRD	ledford
LDJ	lodewijk
LDK	ladak
LDVAYDJ	lindgard
LDVYK	lodewijk
LF	laff
LFLR	leffler
LFTVS	loftus
LG	leg
LHAN	lehan
LHLH	lehle
LHMAN	lehman
LHMAN	lehman
LHMN	lehman
LHMN	lehman
LHNRR	lehnerer
LHRNTZ	lohrentz
LHRYAN	laxminarayan
LHYJ	lahij
LHY	leahy
LJ	lahij
LKAMBR	lambert
LKRN	liren
LKRVS	loris
LKS	likes
LKSN	lockshin
LKVST	lovstad
LKY	laky
LMBRN	lamborn
LMBRN	lamborn
LMBRT	lambert
LMBVRNH	lamborn
LMBVRN	lamborn
LMBVRN	lamborn
LMBVVRN	lamborn
LM	lam
LMP	lamp
LMPYNG	lamping
LMRZ	lorenz
LMVN	lemon
LMYR	lemer
LNDAHL	landahl
LNDAVR	landauer
LND	land
LNDRY	landry
LNDRZ	londre
LNDVAY	lendvai
LNDY	lindy
LNDYN	landen
LNDYNV	lendino
LNDZ	lodz
LNGLY	langley
LNGLYNG	lengeling
LNGMYD	langmaid
LNGMYD	langmaid
LNGSS	langerhanss
LNGSTN	langston
LNGSTVN	langston
LNKY	lewinsky
LNLVSAMAD	lantlosamade
LNLVZAMYD	lantlosamade
LNNDN	lennon
LNRT	lehnert
LNS	lens
LNSVN	lanson
LNTLVSAMAD	lantlosamade
LNTLVSAMYD	lantlosamade
LNTYN	lenten
LPARD	lepard
LPART	leppart
LPLA	leppla
LP	lap
LPVRS	lopresti
LPVRTA	laporta
LPVVRS	lopresti
LRAP	lursinsap
LRBZ	lorenz
LRD	lord
LRMN	lerman
LSARD	lessard
LSLY	lesley
LSR	laser
LSR	laser
LST	last
LSYAK	lesiak
LTBRY	lathbury
LTJY	letje
LTRYJ	lathbury
LTV	latvia
LVALAY	laplace
LVATS	levants
LVAYNGH	langseth
LVAYNJ	lanyon
LVAYN	lanyon
LVBV	lebedev
LVBVTYN	libberton
LVBYN	libyan
LVC	loc
LVDMN	lodman
LVDVRF	ludorf
LVDVVYKA	ludovica
LVDVVYKAS	lidias
LVDVYJK	lodewijk
LVDVYKA	ludovica
LVDVYKAS	lidias
LVDVYK	lodewijk
LVDVYKS	ludovicus
LVDVYKVS	ludovicus
LVDVYSVS	leedss
LVFARV	lofaro
LVFASV	lofaso
LVFBARV	lofaro
LVFR	loafer
LVFSTRVM	lofstrom
LVGH	leigh
LVGNDRA	logendra
LVGZ	lavigne
LVJYK	lodewijk
LVKA	lukka
LVKARD	lockard
LVKAS	lusakas
LVK	lasovick
LVK	lasovick
LVK	lasovick
LVK	lasovick
LVK	lasovick
LVK	lasovick
LVKN	loken
LVKS	likes
LVKSTVN	livingston
LVKV	loke
LV	levi
LV	levi
LV	levi
LVMAS	limas
LVMBARDV	lombardi
LVML	lemuel
LVM	loveman
LVMN	loveman
LVNAN	lindman
LVNAV	livonia
LVNDAN	lindman
LVND	lind
LVNDVN	linden
LVNJ	levine
LVN	lavern
LVN	lavern
LVNLY	lonely
LVNMV	linimon
LVNYG	livengood
LVNY	lyubovny
LVNY	lyubovny
LVNY	lyubovny
LVNYNGDAL	lonningdal
LVNZ	lunz
LVNZ	lunz
LVPATKYN	lupatkin
LVP	liverpool
LVPR	luper
LVPRSTY	lopresti
LVPYN	lipkin
LVPZ	lopez
LVRA	lovera
LVRA	lovera
LVRC	lorch
LVRD	lord
LVRJYV	lauverjat
LVRNA	lorna
LVRN	lavern
LVRNS	laverns
LVRNT	laurent
LVRNTZN	lorentzen
LVRNZ	lorenz
LVRNZN	lorenzen
LVRNZV	lorenzi
LVRNZY	lorenzi
LVRTVN	lorton
LVRTY	liberty
LVRY	lavery
LVRY	lavery
LVRY	lavery
LVRY	lavery
LVRY	lavery
LVSANTVS	losantos
LVS	luvs
LVS	luvs
LVSMVR	loosmore
LVSRV	leviseur
LVSSKV	luvss
LVST	lovstad
LVSTR	lester
LVSTY	lusty
LVSYH	lesotho
LVSY	livesay
LVSY	livesay
LVSY	livesay
LVSYTV	losito
LVTBG	luttbeg
LVTMPYV	lotempio
LVTR	lester
LVTYNZ	livingstone
LVTZ	lutz
LVVRA	lovera
LVVRJAT	lauverjat
LVVT	levant
'LVY	ogilvy
'LVY	ogilvy
LVYD	loyd
LVY	levy
LVY	levy
LVYNDN	lyndon
LVYNG	loyang
LVYN	lyn
LVYN	lyn
LVYNSVN	levinson
LVYS	levys
LVYSYLY	lysol
LVYSYVR	leviseur
LVYYNGH	longshaw
LVYYNG	loyang
LVYYSALY	lonsdale
LVYYZV	loizzo
LVYZ	liz
LVZANV	lozano
LVZYR	lozier
'LYA	alya
'LY	ely
'LYA	alya
'LYA	alya
'LYA	alya
LYA	lyra
'LY	ely
'LY	ely
LYAM	layamon
LYANG	loyang
LYANZ	lanz
LYAV	lyra
LYBANNRD	libannord
LYBANVRD	libannord
LYBCN	liebchen
LYBL	lebel
LYBLYT	liblit
LYBMN	liebman
LYBRCAK	liberchuk
LYBRG	limburg
LYBRN	leybourne
LYBRTY	liberty
LYBRYK	librik
LYBSKAMB	lamb
LYBSN	liebson
LYBVRN	leybourne
LYBVYTZ	leibowitz
LYBYD	lebed
LYBY	lyubovny
LYCARSVN	licharson
LYCFYLD	litchfield
LYC	lycra
LYCMR	lechmere
LYCTN	lection
LYCVRVYYS	lycurgus
LYDAL	lidal
LYDA	lydea
LYD	loyd
LYDMAN	lodman
LYDN	leyden
LYDN	leyden
LYDRAK	ladak
LYDRDRAP	leiderdorp
LYDRDRP	leiderdorp
LYDRDRVP	leiderdorp
LYDRDVRP	leiderdorp
LYDR	lidor
LYDVR	lidor
LYDVYNA	lidwina
LYDYA	lydea
LYDYA	lydea
LYFAYV	lefaive
LYGYV	longyear
LYHY	leahy
LYK	lamykin
LYKYVRY	locker
LYLA	layla
LYLA	layla
LYLA	layla
LY	ley
LYLBK	lilback
LY	ley
LY	ley
LY	ley
LY	ley
LY	ley
LYLY	lyly
LYLY	lyly
LYLYND	leelynde
LYLYNTAL	lilienthal
'LYMA	olympia
'LYM	elysium
'LYMA	olympia
LYMBAX	limbaugh
LYMBVRG	limburg
LYM	lyme
LYMN	lymn
LYMR	lemer
LYMYNG	liming
'LYN	allyn
LYNAN	lindman
LYNARS	lenards
LYNDAL	lindal
LYNDAN	lindman
LYNDBK	lindback
LYNDBRG	lindberg
LYNDGARD	lindgard
LYNDGRN	lindgren
LYNDHLM	lindholm
LYND	lynda
LYND	lynda
LYNDL	lyndel
LYNDL	lyndel
LYNDMN	lindman
LYNDMN	lindman
LYNDN	lyndon
LYNDNMVT	lindenmuth
LYNDR	linder
LYNDRMN	linderman
LYNDRVTS	lindroth
LYNDSY	lindsey
LYNDVN	lyndon
LYNDZ	lyndel
LYNDZY	lindley
LYNGAS	leningrads
LYNGLY	lingley
LYNHAN	linehan
LYNH	lynch
LYNKH	lynch
LYNK	lysenko
LYNKLN	lincoln
LYNKVLN	lincoln
LYNKVYS	lewinskys
LYN	lyn
LYN	lyn
LYN	lyn
LYN	lyn
LYN	lyn
LYN	lyn
LYN	lyn
LYNSTRAT	lysistrata
LYNVAL	lindvall
LYNVNN	leinonen
LYNVRA	lenora
LYPARD	lepard
LYPKYN	lipkin
LYPSKAMB	lipscomb
LYPSKMB	lipscomb
LYPSKM	lipscomb
LYPSKVMB	lipscomb
LYPSKVMP	lipscombe
LYPST	lipset
LYPYJ	linotype
LYR	lyra
LYR	lyra
LYRN	leybourne
LYRYKAL	lyrical
LYRYK	librik
LYSBTH	lysbethje
LYSBTJH	lysbethje
LYSBTJ	lysbethje
LYSBTJY	lysbethje
LYSKANV	lisken
LYSKMB	lipscomb
LYSKN	lisken
LYSKY	liskey
LYS	lacys
LYSN	lysenko
LYSN	lysenko
LYSTR	lysistrata
LYSTVN	liston
LYSVN	lysenko
LYSVN	lysenko
LYSY	lusty
LYSYN	lysenko
LYT	lytle
LYTL	lytle
LYTLTVN	littleton
LYTLY	lytle
LYTMN	lightman
LYTN	leyton
LYTRL	littrell
LYTV	lytle
LYTVN	leyton
LYTVN	leyton
LYTVYN	leyton
LYVA	lydea
LYVANDN	landen
LYVANDVN	landen
LYVAYN	layamon
LYVBVNY	lyubovny
LYVH	lylah
LYV	lye
LYV	lye
LYV	lye
LYV	lye
LYV	lye
LYVNARD	leonard
LYVNARDV	leonardo
LYVNDVN	lyndon
LYVNGVD	livengood
LYVN	lyon
LYVNL	lyndel
LYVNSBRY	lounsbery
LYVNVRA	leonora
LYVNZ	lorenz
LYVVH	lylah
LYVV	levavy
LYVY	lyubovny
LYVYNGSTVN	livingston
LYVYN	lyon
LYVYN	lyon
LYVYS	levys
LYVYV	lyubovny
LYVYVS	levys
LYVYVY	lyubovny
'LYYAH	aliyyah
LYYL	lyell
LYYVVH	leythen
LYZA	liza
LYZA	liza
LYZARD	lizard
LYZARDZ	lizard
LYZBTY	liberty
LYZ	liz
LYZN	luzon
LYZR	lizard
LYZVT	liszt
MABANAG	mabanag
MABAY	mbabane
MABY	mawby
MAC	mac
MACTLD	machteld
MADABA	madaba
MADAKS	marduks
MADJ	madej
MADLYN	madelyn
MADLYN	madelyn
MADLYN	madelyn
MADN	madon
MADRVN	madrone
MADSN	madsen
MADVN	mahadevan
MADVRAY	madurai
MADYGAN	madigan
MADY	mady
MADYS	mandys
MADYSVN	madison
MADYV	mady
MAFRY	maffray
MAFYN	macfarlane
MAGAGNA	magagna
MAGARD	maggard
MAGDALYNTH	magdaleentje
MAGD	magda
MAGLYRV	magliaro
MAGR	mager
MAGRVDR	magruder
MAGS	maggs
MAGVAYR	magliaro
MAGVYR	magyar
MAGYL	magill
MAHADVAN	mahadevan
MAHAJAN	mahajan
MAHALT	mahault
MAHALY	mahaly
MAHA	maha
MAHAVLT	mahault
MAHTV	mahto
MAHVLT	mahault
MAHVT	mahwit
MAJV	maj
MAJY	marjory
MAJYV	marjory
MAKARAYG	macaraeg
MAKAYVLY	macaulay
MAKK	markku
MAKLAQLYN	maclaughlin
MAK	mak
MAK	mak
MAK	mak
MAKRYJ	marytje
MAKSVL	makil
MAKSY	macks
MAKSYM	maoism
MAKSYMYLYAN	maximilian
MAKV	markov
MAKVMBR	macomber
MAKVNVCY	mackinac
MAKVSY	markus
MAKY	macky
MAKYNVN	mackinnon
MAKYRAS	mackerras
MAKYSAK	masaaki
MAKZYM	mackenzie
MALAMVD	malamud
MALAN	malan
MALBRG	malberg
MALD	malde
MALDN	maldivian
MALKVK	mallick
MALKVM	malcolm
MALN	malan
MALNR	malnar
MALRVNY	maclaren
MALTYN	maltin
MALVN	maldivian
MALVNY	maloney
MALYGAN	malayan
MALYK	mallick
MAMA	mama
MAMFVRD	mumford
MAMN	maiman
MAMRT	mamet
MAMY	mame
MANAMA	manama
MANA	mana
MANA	mana
MANBR	manber
MANC	manca
MANDAL	mandal
MANDA	manda
MANDAR	mandar
MANDAVYL	mandaville
MANDL	mandl
MANDR	mandar
MANDY	mandy
MANGAN	mangan
MANGLANY	manglani
MANGR	manager
MANGYN	mangin
MANJYT	manjit
MANJYT	manjit
MANKA	maniskas
MANK	mayank
MANKRT	munkert
MANKS	maniskas
MANKVS	maniskas
MANKY	mayank
MANLY	manley
MANMA	manama
MAN	man
MANRV	manfred
MANSN	manson
MANSTR	manchester
MANSYL	mansfield
MANSYNGR	munsinger
MANTA	manetta
MANTL	mantle
MANTNZ	mantegna
MANTRAS	maitreyas
MANTVR	mantor
MANTYKS	mantles
MANTY	mantey
MANVLY	manley
MANVLY	manley
MANV	mane
MANV	mane
MANV	mane
MANV	mane
MANVRY	manoury
MANX	manx
MANYJA	manija
MANYKS	maniskas
MANY	many
MANY	many
MANYNG	manning
MANYSKAS	maniskas
MANYS	mandys
MANYT	manet
MANYV	many
MANZ	mackenzie
MAPARTYDA	malpartida
MAPLZ	maple
MARALY	marsala
MARANY	marani
MARAT	marat
MARAZAS	marazas
MARBAC	marbach
MARBL	marble
MARC	marc
MARCYNDV	maricondo
MARDR	marder
MARDVC	marder
MARFY	mayerfeld
MARGALTA	margarita
MARGALYTY	margarietie
MARGANTH	marregante
MARGANT	marregante
MARGARTA	margarita
MARGARYTA	margarita
MARGARYTAY	margarita
MARGARYTJH	margarietje
MARGARYTJ	margarietje
MARGARYTJ	margarietje
MARGARYTJY	margarietje
MARGARYT	margaret
MARGARYT	margaret
MARGARYT	margaret
MARGARYTY	margarito
MARGLYN	margolin
MARGRTA	margarita
MARGRYJH	margrietje
MARGRYTA	margarita
MARGRYTH	margretha
MARGRYTH	margretha
MARGRYTJ	margrietje
MARGRYTJY	margrietje
MARGRYT	margret
MARGRYTYH	margretha
MARGVLYN	margolin
MARGVLYS	margolis
MARGVLYVKS	margolis
MARJNT	martijntje
MARKHAM	markham
MARKLY	markley
MARK	mark
MARK	mark
MARKS	marks
MARKSN	marksteiner
MARKSTYNR	marksteiner
MARKV	markov
MARKV	markov
MARKVM	markham
MARKVPVLY	markley
MARKVS	markus
MARKVS	markus
MARKVS	markus
MARKVYT	markowitz
MARKVYZA	maritza
MARKVZ	markowitz
MARKYL	markiel
MARKY	markey
MARKYNGTVN	marchington
MARKYYVS	markus
MARLA	marla
MARLAT	marlatt
MARL	marla
MARLY	marley
MARLYN	marilyn
MAR	mar
MARN	marin
MARPL	marple
MARRL	marcel
MARSAL	marsala
MARSLA	marsala
MARSL	marisol
MARSLV	marisol
MARSLYNV	marilyn
MARS	mars
MARS	mars
MARSTVN	marston
MARSY	maryse
MARTL	martel
MARTLND	martland
MARTN	marten
MARTNTJY	martyntje
MARTYJN	martijn
MARTYJN	martijn
MARTYJNTJH	martijntje
MARTYJNTJY	martijntje
MARTY	marty
MARTY	marty
MARTYNH	martyn
MARTYNJ	martyntje
MARTYNJ	martyntje
MARTYN	martyn
MARTYN	martyn
MARTYNSN	martinsen
MARTYNTH	martyntje
MARTYNTH	martyntje
MARTYNTJH	martyntje
MARTYNTJ	martyntje
MARTYNT	martyntje
MARTYNT	martyntje
MARTYNV	martyn
MARTYNVS	martens
MARTYNZ	martinez
MARTYNZ	martinez
MARTYNZ	martinez
MARTYZN	martyn
MARTYZNTJ	martyntje
MARTZ	martz
MARVAHA	marwaha
MARVCY	marcy
MARV	marv
MARVN	marvin
MARVN	marvin
MARVNY	maroney
MARVYN	marilyn
MARVYN	marilyn
MARVYT	marvit
MARXAM	markham
MARYA	maryann
MARYANA	mariana
MARYAN	maryann
MARYGANTH	marregante
MARYGANT	marregante
MARYH	marwah
MARYJH	marytje
MARYJH	marytje
MARYJKN	marijken
MARYJ	marytje
MARYJNT	martijntje
MARYKANDV	maryland
MARYKN	marijken
MARYLYN	marylynn
MARY	mary
MARY	mary
MARYN	martyn
MARYNV	martyn
MARYSH	marsh
MARYS	marys
MARYSVN	marston
MARYTH	martha
MARYTH	martha
MARYTJ	marytje
MARYTJ	marytje
MARYTJY	marytje
MARYTJY	marytje
MARYT	marytje
MARYT	marytje
MARYV	mary
MARYVS	marys
MARYYANY	maryanne
MARYZ	marz
MARZK	marek
MARZ	marz
MASAHYRV	masahiro
MASARA	masaru
MASATAKA	masataka
MASATV	masato
MASAYV	masaryk
MASBRG	mossburg
MASKARY	masaryk
MASKL	maskell
MASK	masek
MASKYAS	maniskas
MASLD	mansfield
MASLLY	masselli
MASNA	masna
MASNA	masna
MASRMN	masserman
MASTN	mastan
MASTYR	masters
MASVN	masin
MASYK	masaryk
MASY	mashey
MASYMV	massimo
MASYN	masin
MATAKV	matako
MATA	mata
MATANA	matana
MATAR	matar
MATAY	matako
MATJKA	matejka
MATLV	mantle
MAT	mat
MATSVDA	matsuda
MATSVMVTV	matsumoto
MATSVN	matson
MATVLA	matula
MATV	mactavish
MATVR	mantor
MATVS	mactavish
MATYNV	martyn
MATYS	martys
MATYS	martys
MATYV	marty
MATYVS	martys
MAVBAY	mbabane
MAVBY	mawby
MAV	marv
MAV	marv
MAV	marv
MAVN	marvin
MAVPYN	maupin
MAVR	mavers
MAVRS	mavers
MAVSR	mauser
MAX	max
MAYFYLD	mayfield
MAYKLYS	madelyns
MAYKLZN	maryellen
MAYK	mayank
MAYKN	marijken
MAYKVHN	marijken
MAYKVK	markku
MAYLN	maryland
MAY	may
MAY	may
MAYMVN	maimone
MAYNDRT	mandelbrot
MAYN	mayan
MAYN	mayan
MAYNR	maynard
MAYR	mayr
MAYR	mayr
MAYR	mayr
MAYR	mayr
MAYR	mayr
MAYRN	maureen
MAYRS	mayras
MAYRYK	masaryk
MAYRZ	marz
MAYSAL	marsala
MAYSA	maysan
MAYSL	marisol
MAYSTYK	masataka
MAYTAG	maytag
MAYTHAM	mitham
MAYT	maytag
MAYT	maytag
MAYTY	marty
MAYVHAY	mahaly
MAYV	mayo
MAYZ	marz
MAZRA	mazera
MBARK	mubarak
MCLD	machteld
MCTLD	machteld
MDABA	madaba
MDAVR	medawar
MDBA	madaba
MDH	madah
MDLYN	madelyn
MDNYK	mednick
MDNYT	madinat
MDRK	medrek
MDRR	maderer
MDS	mds
MDSN	madsen
MDSVN	madsen
MDVNA	medina
MDYNA	medina
MDYNH	madinah
MDYNH	madinah
MDYN	madelyn
MDYNNY	maddineni
MDYNT	madinat
MDYSVN	madison
MDYSVN	madison
MFRG	morgan
MFRK	merk
MFRVK	medrek
MGDALNT	magdaleentje
MGDALYNTJ	magdaleentje
MGDALYYNTJH	magdaleentje
MGDA	magda
MGDAYNTJ	magdaleentje
MGLAGLYN	maclaughlin
MGLAT	melhart
MGNAN	magnan
MGNASN	magnan
MGNH	magellanic
MGNY	mignerey
MGR	mager
MGY	magyar
MGY	magyar
MGY	magyar
MGYNL	maginel
MGYS	magyars
MGYSY	magsaysay
MGYV	megyesi
MHADVAN	mahadevan
MHAMA	muhamma
MHARAK	mubarak
MHL	mehl
MH	mah
MHMA	muhamma
MHRAH	mahrah
MHRA	mithra
MHRG	macaraeg
MHRH	mahrah
MHRK	mehrkens
MHRM	mercurochrome
MHVYT	mahayanist
MJDL	majdal
MJ	maj
MJYA	mejia
MJYD	majid
MJYKAL	mikael
MJYK	matejka
MKAH	mekkah
MKALYR	malur
MKA	mika
MKARDL	mcardle
MKDALN	magdalena
MKDRMVT	mcdermott
MKDVLND	midland
MKDVNALD	mcdonald
MKDVNALD	mcdonald
MKDVYL	mandaville
MKFARLND	mcfarland
MKFARLYN	mcfarland
MKFRLYN	mcfarland
MKGAVYN	mcgavin
MKGRAT	mcgrath
MKGVVAN	megan
MKGVYRK	mcguirk
MKGVYR	magyar
MKGYRY	mignerey
MKH	makuch
MKH	makuch
MKHNRY	mchenry
MKKAH	mekkah
MKKAN	mikoyan
MKKARTY	moriarty
MKKARTY	moriarty
MKKAVN	mikkelsen
MKKNA	mickna
MKKNY	mikkelsen
MKKNZY	mckenzie
MKKRKN	morken
MKLAGLYN	maclaughlin
MKLAQLYN	maclaughlin
MKLARN	mclaren
MKLAVLYN	maclaughlin
MKLAVLYN	maclaughlin
MKLAVVGYNG	maclaughlin
MKLYN	mikulin
MKLYN	mikulin
MK	mak
MK	mak
MKMAHAN	mcmahan
MKMAHVN	mcmahon
MKMAHVN	mcmahon
MK	mak
MKMANYS	mcmanis
MKMVLN	memling
MKMYLAN	maximilian
MKNAT	madinat
MKNYL	mckenney
MKNYL	mckenney
MKRA	mackerras
MKRAYH	mirach
MKRAY	mackerras
MKRDY	mockridge
MKRVN	mervin
MKRYS	makarios
MKSFYLD	mansfield
MKSN	mickelson
MKSYMV	moslem
MKTAVYS	mactavish
MKVC	makuch
MKVTV	makoto
MKVY	markey
MKVY	markey
MKYL	mkel
MKY	macky
'ML	amal
MLA	malan
MLANDR	melander
MLANY	melanie
MLAYYR	melander
MLBAY	melba
MLCR	melcher
MLCYR	melcher
MLKA	melka
MLKVLM	malcolm
MLKVM	micklem
MLMN	melman
MLN	malan
MLR	malur
MLTH	malthus
MLV	melva
MLVN	melvin
MLVR	malur
MLYBV	malibu
MLYDY	melody
MLY	malay
MLYNGR	mellinger
MLYN	madelyn
MLYNY	maloney
M'MA	mama
MMH	mcmahan
MMTA	mamta
MNAMA	manama
MNAMH	minamo
MNARD	menard
MNDL	mandl
MNDL	mandl
MNDL	mandl
MNDR	mandar
MNDVZA	mendoza
MNDYBL	mandible
MNDYK	mendyke
MNDY	mandy
MNDZ	mendez
MNFVL	manfull
MNGAN	mangan
MNGH	monongahela
MNG	meng
MNGS	mangus
MNHART	menhardt
MNH	manx
MNJYVN	mnemosyne
MNK	monk
MNKVSV	monks
MNKYVS	minskys
MNMA	manama
MNNYNG	manning
MNRV	minerva
MNSA	mansa
MNSN	manson
MNSTRYNA	menestrina
MNSVR	mansur
MNSVR	mansur
MNSVR	mansur
MNSVRY	mansuri
MNTL	mantle
MNT	mont
MNTQH	mintaqah
MNTSR	montserrat
MNTSYNN	mantsinen
MNTY	monty
MNTZR	mentzer
MNYJR	minyard
MNYKS	maniskas
MNY	many
MNY	many
MNYNG	manning
MNYN	mnemosyne
MNZR	mentzer
MNZS	munozs
MNZYZ	menzies
MPL	maple
MPL	maple
MQBRH	moqbara
MQRBY	moreby
MQSVD	maqsood
MRANDA	maranda
MRDYS	marduks
MRDYT	meredith
MRHAVS	marshas
MRJYNYV	marijken
MRKL	merkel
MRKLY	markley
MRKNT	menkent
MRKR	miranker
MRNDA	maranda
MRNY	maroney
M'RQ	mafraq
MRSR	mersereau
MRSRYA	mersereau
MRSRYV	mersereau
MRTN	marten
MRTNZ	martinez
'MR	amir
MRVAH	marwah
MRVAN	moravan
MRYGAN	merrigan
MRYJ	marytje
MRYK	masaryk
MRYKS	marduks
MRYMAN	merriman
MRY	mary
MRY	mary
MRYMN	merriman
MRYNLY	marinelli
MRYS	marys
MRYT	marytje
MRZ	marz
MSALXY	masalkhi
MSA	mesa
MSANDR	mesander
MSBARN	mashburn
MSKS	meskes
MSKYN	miskin
MSLYN	maslin
MSMAN	mossman
MSR	misra
MSS	mass
MSTAN	mastan
MST	mast
MST	mast
MSTRZ	mashtare
MS'VD	maqsood
MSYF	massif
MSYNA	messina
MSYNGR	messinger
MSYN	masin
MSYVS	moiseyevs
MTANA	matana
MTLYN	matlin
MT	mt
MT	mt
MTNA	matana
MTNA	matana
MTRNC	metternich
MTRNYC	metternich
MTRV	mitrovic
MTRYNC	metternich
MTSGR	metzger
MTSVMVTV	matsumoto
MTSVN	matson
MTVR	monteverdi
MTYN	martyn
MTYN	martyn
MTYV	marty
MTYV	marty
MTYV	marty
MTYVS	martys
MTYVS	martys
MTYVSVN	mathewson
MTYVZ	martinez
MTZGR	metzger
MTZYNG	metzing
MVALR	malur
MVANZR	mounzer
MVBAY	mumbai
MVBLY	mobley
MVDGYL	moudgill
MVD	med
MVDY	mindy
MVDY	mindy
MVFAD	mcfarland
MVGANTY	moganti
MVHAMA	muhamma
MVHAN	mohan
MVHR	mohar
MVKASA	mukasa
MVK	mok
MVKRYJ	marytje
MVLANDR	melander
MVLDN	moulden
MVLK	melka
MVL	marvell
MVLN	melen
MVLR	mailer
MVLR	mailer
